Source.Name,Statement,Output
kannada,        n    ,Negative
kannada,Houdu Ri Promote Matadbeku,Positive
kannada,Neen yaro psyko irbeku adike hinge mathad tha idiya,Negative
kannada,     ,Negative
kannada,super  movei sir nanu theatre nanali nodide ade nana turpthi,Positive
kannada,         superb trailer,Positive
kannada,Shashanka AS  ok,unknownstate
kannada,Yenthadu Sir Northnalli promotion yavaga maadthiri  Namge eh film gellalebeku damayya marre,Negative
kannada,Ganesh Bhat      ,Mixedfeelings
kannada,Super Hitt song,Positive
kannada,Vaal kachidu bhal Nagu tarastriBhari Ada ri kati,Negative
kannada,Chindi BRO,Positive
kannada,                                                                  ,Positive
kannada,Nivu thumba super,Positive
kannada,bro lovely brooogiri mokakke,Negative
kannada,Anil A Sir Making,unknownstate
kannada,Slow poison song annoru like madi,Mixedfeelings
kannada,Enta super song,Positive
kannada,Nam deshadali jati satre desha uddara agothe nChunavanne barli nive nodi gothagothe HinduMuslim abbbaaa halka rajkarnnigallu,Positive
kannada,venu gopal kabja release aagli inge support madthivi  but Nw its ASN time ,Positive
kannada,Well done,Positive
kannada,                      ,Positive
kannada,Bere level aagi edeappata kannada haadu,Positive
kannada,Bro ninge roost madakke baralla Rc ge nodi kali,Mixedfeelings
kannada,Super guru,Positive
kannada,Filam is paka blackbaster,Positive
kannada,   ,Positive
kannada,Super  guru,Positive
kannada,Below average songs,Negative
kannada,Idu pakka sulllu,unknownstate
kannada,HITMAN gaming crt,unknownstate
kannada,Nandi Parthasarathi     ,Negative
kannada,Shashidhar A 10000 sathyavada maathu,unknownstate
kannada,Modalu prana mukya amele cinema Plz dont lose hope DIYA chitratanda Wait for time,Mixedfeelings
kannada,  ,Negative
kannada,Nimma Narayana na avathara Charithre Srustisali Olledagali,Positive
kannada, ,Positive
kannada,    n              n      ,Positive
kannada,Ivrella nijvaglu nam Indian anta ansutte anna yappa istu himse kodtidru tiktok antidaralla yappa nijvaglu ivnella nijvaglu aaisbeku,Negative
kannada,Togari thippa bahala chanagide,Positive
kannada,     promation  ,Mixedfeelings
kannada,Rakshit shetty fans like this,Positive
kannada,          n        n     taxn           ,Positive
kannada,Sir ee varshada sikshanada bagge tilisi,Mixedfeelings
kannada,Main theater ella huduki sakagi hoythu,Positive
kannada,Nimdu bari ide aagoythu telegu avaru copy maadudre tm movie nodthira Kannada davru own aagi maadudru kyathe thegithira,Negative
kannada,Tiktok uninstall madodakku modlu ee changlu nan maklanna modlu desha dinda delete madbeku Guru,Negative
kannada,    n1    n2   ,Positive
kannada,Its like Good bad weird,unknownstate
kannada,     ,Positive
kannada,Idu riyel rar,unknownstate
kannada,Disappoint agide song keli Ishtu hype kottu song bidbardu,Negative
kannada,Nange aaki kastadalli idhene,unknownstate
kannada,Lavanya gowda Tan Q Sister,unknownstate
kannada,Cinema sakkathagide guru,Positive
kannada,Nandi Parthasarathi,unknownstate
kannada,     ,Mixedfeelings
kannada,               ,Negative
kannada,One more lucia movie,unknownstate
kannada,     dislike                   dislike matra ,Negative
kannada,   ,Positive
kannada,Nice super  ,Positive
kannada,Supar anna supar,Positive
kannada,All the best from   ,Positive
kannada,Yen bro nivu supper nim fan agbitte,Positive
kannada,idu charithre srishtisuva comment guru,Positive
kannada,Super guru ninu love you,Positive
kannada,It is toooo best sir nIdann nodi  adru arta madkobeku rajkaranigalu,Positive
kannada,           all the best  boss and 100 days running successful  ,Positive
kannada,Nimage aa devaru olledu madali AppajinNimma matugalu keli nange 100 Dairya bantu appaji thank you for your inspiration,Positive
kannada,K BOOS,unknownstate
kannada,Yuddha maadabeku oodabaaradu katukara mundhe Bhagavadgeethe Great lines,Positive
kannada,       ,Negative
kannada,BAD BOY yappa Modlu Arta ago Tara type maadu,Negative
kannada,En song guru,Positive
kannada,Thanks for likes,Positive
kannada,   n   n   n   ,Positive
kannada,Vinay Yogeesh yar avnu,Mixedfeelings
kannada,                   ,Positive
kannada, ,unknownstate
kannada,  ,Positive
kannada,Modlu ee chinese apps galna india dalli ban madbeku,Negative
kannada,            Srimannarayana,Positive
kannada,Hindi yalli innu song reales madilla yake,Negative
kannada,Those 850 dislikes are Frome rashmika mandanna fans,Negative
kannada,Idhu bari bogus,Negative
kannada,Bandiro 3 comment adru avalge andkondre adu ugiyakke madidiralla guru,Negative
kannada,Ha sirkanada movie nam janane  nodthaila,Negative
kannada,  first day   ,Positive
kannada,     gorgeous movie,Positive
kannada,Just Fun RS,unknownstate
kannada,  With income proof WhatsApp 6362806874,unknownstate
kannada,Trend setter Awesome,Positive
kannada,Actually idu idu chanagirodu,Positive
kannada,Uthama vaada preyathna,Positive
kannada,     ,Negative
kannada,    dislike,Negative
kannada,Bladey piracy madidara yallaru Alli node status hakidara movie yalli theatre alli yar nodatara first telegram ban madabaku,Negative
kannada,            ,Positive
kannada,  ,Positive
kannada,Naavu maduvakelasa Namma athmabhimanakke dakke baradanthe badukuvude hemmepadabekada vishayaviddare Hats off you congratulations,Positive
kannada,It deserves more like,Positive
kannada,Rashmika shetty fans irbekun,Negative
kannada,Yaru tension agbede yakandre dislike madiravru mindrika kadeyavru,Negative
kannada,      ,Positive
kannada,I ammaddixctedrepeatrinserepeat guru,Mixedfeelings
kannada,I think junior Pawan KalyannI am waiting,Mixedfeelings
kannada, sakath guru,Positive
kannada,  nn   n         n  n   ,Positive
kannada,What a song yah,Positive
kannada,Remake movie ansthe,Negative
kannada,Superb rakshit sir sobg superb macking,Positive
kannada,Super  guru  jai  hind  neenu  nijavada  barathiya mattu  karnatakada  hemmeya putra  I love you  brother,Positive
kannada,Supar hit song anna,Positive
kannada,Pramod not Pamod,unknownstate
kannada,chetan kumarab guru ve aha comment maddhavn hesru nodonanalla kano,Mixedfeelings
kannada,hello amar prasad tumbha chenda itthu nimma ee pryatna saakashut vishyagalannu  munde ittiri idu namege gothe iralilla china nijakku entha samartha desha deshpreemigale tumbiruvantha desha moodalu nammale ee daridara raajakihavannu oddu military adalita barabeku ega itndu kobbiruva raajakaarnigalaga asthi pasthigalannu ondu rupeenu beedade kitthukondu avarannu beedhi bhikharimaadidare namma desha sirivanthavaaguvudaralli no doubt,Positive
kannada,Saraswathipk Baby swathi,Positive
kannada,Anna game yavdu,Mixedfeelings
kannada,Nandi Parthasarathi  ,Mixedfeelings
kannada,   ,Mixedfeelings
kannada,Superrrrrrrr  agi heliya Anna tq u so mach video,Positive
kannada,    Super Hit       ,Negative
kannada,Nanu kellida uthammavada maatugallu thanks sir,Positive
kannada,    ,Positive
kannada,             ,Positive
kannada,Nimge istu sullu heloke Hege manasu barutte,Negative
kannada,Nav itara iroke karana Congress party,Mixedfeelings
kannada,Shaata daagar fans,Negative
kannada,Super  jai kiccha sudeep anna,Positive
kannada,Ggggggggggggggggggggg song of 2019 to 2020 one like for 2020,unknownstate
kannada,chetan kumarab nan yavagloo compare maddhe,Mixedfeelings
kannada,E video na unlike madoru nijavaglu kannads davaru ala,Negative
kannada,       n     n  ,Positive
kannada,All the Best sir                      ,Positive
kannada,I love promod sir voice,Positive
kannada,It is vvvvvvvvvsuper,Positive
kannada,Awesome song 2nd Shankarnag to KFI,unknownstate
kannada,         ,Positive
kannada,Suryana Mari,unknownstate
kannada,rakshith naik   ,Mixedfeelings
kannada,          tiktak     tiktak                                 tiktak ban                                              ,Negative
kannada,   ,Positive
kannada,Yavano avn bosudk unlike madiddu,Negative
kannada,MT T sorry guru nangu avlu adre agalla adke solpa campare mad de,Negative
kannada,Vote for kuri prathap,unknownstate
kannada,  ASN,unknownstate
kannada,Nimma mahithi 100 sathya yavaga etharahada rajakaranigalinda deshakke mukthi sigatho aa devarigu kuda gothilla adare next generation avaru sadane madabahudu,Positive
kannada,super super boss,Positive
kannada,  ,Positive
kannada,Kannada industry nintirode Yash,Positive
kannada,Rakshit shetty ,Positive
kannada,Superb  Bro,unknownstate
kannada,Very nice togari tippa story,Positive
kannada,Guru idu yav movie remake alla sumne gotthilde yak helthira,Mixedfeelings
kannada,Well side bro,unknownstate
kannada,                ,Positive
kannada,En helde guru Super agi helde RIP Tiktok,Positive
kannada,     ,Positive
kannada,Nanu tiktok madtide Anna but tiktok ban madidu tumba kushi aytu Anna I support Indians,Positive
kannada,My  song,unknownstate
kannada,Yalla kannadigarugu ansthithu bere bashe movies maddohange yak namma kannada movies maddalla antha but evagaaa yak bere bashe movies nodbeku antha ansoke shuruuu agbhitidhe alva Karnataka,Negative
kannada,Superb kannadiga,Mixedfeelings
kannada,AMAZING SONG IN KANNADA,Positive
kannada,Nanu film nodilla,Negative
kannada,  n  n  n  n  n  n  n  n  nn  n  n  n    nn n n n n n nn   nn  n  n  n  n  n  n  n  nn    n   n ,Mixedfeelings
kannada,Sir u r amazing,Positive
kannada,tippa super,Positive
kannada,Avlge avra appaniginta pakkada mane uncle tumbaa esta adke bro,Negative
kannada,Hindi version yelli,unknownstate
kannada,Hit moviee kannada Hit movie pakka,Positive
kannada,super aagide trailer 6th film nododu pakka,Positive
kannada,Song ,Positive
kannada,Like from Kasaragod,unknownstate
kannada,        ,Positive
kannada,d boss mania Bhrame nalli baduktidiya chinna nnModlu darshan ye boss ge bucket hidadu beladirodu adunna taleli itko nnDarshan antha 100 jana na industry boss belsavrennavryako innobban ge bucket hiditare bucket nan magne,Negative
kannada,        ,Positive
kannada,Super Anna jai hind,Positive
kannada,       ,Negative
kannada,Chiki chiki chikappa nidhe madidh saku helappa,Positive
kannada,I feel jasti bitta kottri Bari  lyrical video sakagittu,Negative
kannada,Shri Krishna na mahe badhu galee,Positive
kannada,Super song,Positive
kannada,TROLL MONSTERKANNADA jail ge hog bandh sule maga,Negative
kannada,Bro Suprbur voice is amazing,Positive
kannada,Pls ellaru nodi views jasti madi pls its a request,Positive
kannada,Super Junior narayana,unknownstate
kannada,Super  appu Bss fans,unknownstate
kannada,         ,Mixedfeelings
kannada,Awsm song n,Positive
kannada,     ,Positive
kannada,Super re pa,Positive
kannada,       ,unknownstate
kannada,Pogaru barthide wait Madi guru,Positive
kannada,        ,Positive
kannada,Nandi Parthasarathi      ,Mixedfeelings
kannada,Supriya Manogna hospital na olage itkondidra doctor,Positive
kannada,   ,Positive
kannada,Heege innu chennaga bairi e chena nanmaklige App Ban madidd olled aytu hage avru kade tariskollo 3000 things stop madbeku aga buddi barutt avrge,Positive
kannada, ,Positive
kannada,Nys cmnt gagana mem,unknownstate
kannada,     ,Positive
kannada,yest olle kalsa nan yavag e kelsa madtaro anta kaytayde thamk u brother full happy,Positive
kannada,Avara desha dalli erodu aethunnHagadre Namma deshadalli avarige arthikate Alli seddu hodeyuvanta vishyagalu yavu edave,Negative
kannada,Raja Vishnuvardhana Agreed,unknownstate
kannada,En guru song idu awesome steps are just amazing,Positive
kannada,40 varsha ende keliddu story evaga shanthosha aagta ede,Positive
kannada,VPN hakondu tiktok use madtidare nam soldier sattirodu lekkka ellla janakkke,Negative
kannada,        movie   ,Negative
kannada,     ,Positive
kannada,Sema Padam nnFantastic making,Positive
kannada,Next kgf avane srimannarayana blockkkkkkk busterrrrrr,Positive
kannada,Like father like son Jaga mechchuvanta manushya,Positive
kannada,sooooo many adds,Negative
kannada,Film Andre idu Super movie,Positive
kannada,   n   nWaiting for fdfs,Positive
kannada,Give a picture,Mixedfeelings
kannada,Heroine  Love you,Positive
kannada,Yaru yar fans agiri parvagilla kannada industry belibekhu annoro like madi  hosa charithre barili namma industry  HANDS    UP,Positive
kannada,Varshkond beda pa nidanake ne agli ee tara olle movie kotre saaku,Positive
kannada,Kgf 2,unknownstate
kannada,Unlike madirorella d rsmka fans,Negative
kannada,         climax ,Positive
kannada,One time ge songe artha agolla  Pakka bt kelbeku ennond sari ansatte  ,Positive
kannada,Nan lwda dalli edane band nodkondu ogo gandu,Negative
kannada,Karna is back,Mixedfeelings
kannada,I felt same,Mixedfeelings
kannada,Tiktok ben agbek bro,Positive
kannada,         ,Positive
kannada,  love you bro,unknownstate
kannada,Nam amma helidaare rakshit shetty dual role erodu antaNodana,Mixedfeelings
kannada,Chinddi hagi madidiya guru,Positive
kannada,         ,Negative
kannada,Creative kannadiga super neevu,Positive
kannada,  ,Positive
kannada,basavaraj tambak lol  Peddha,Negative
kannada,Priswi Perera changide guru,Mixedfeelings
kannada,Super kannada story togari tippa,Positive
kannada,Anna nenu super super Anna,Positive
kannada,Super song guru,Positive
kannada,Hands up,unknownstate
kannada,Super bro,Positive
kannada,           ,Positive
kannada,Super togare tippa,Positive
kannada,Tital nodi ond matu helbeku anth annistu Pade pade prashne Keli alohage maditirode nivu nachike agbeku nimge,Negative
kannada,Yen helda guru super,Positive
kannada,100 days pakka annoru like madi,unknownstate
kannada,Jai appu sir,Positive
kannada,       ,Negative
kannada,Supper i love my kannada ,Positive
kannada,Yen song gurubenki ASN,Positive
kannada,Super song,Positive
kannada,Benki guru ninu,Positive
kannada,shiva prakash en guru ninn problem uu,Negative
kannada,Bucket fans like here,Mixedfeelings
kannada,I love to learn Kannada languagenI love to speak in KannadanBecause Im from KarnatakanKunda nagree Karnataka,unknownstate
kannada,         ,Positive
kannada,d boss mania Kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state,Negative
kannada,Yes sirI too join,unknownstate
kannada,Bhai Main Kabhi Aisa video Nahi Dekha Kisi movie mein,Negative
kannada,Next level quality,Positive
kannada,  ,Positive
kannada,Nimge edu funny ansutha,Negative
kannada,   ,Positive
kannada,Super movie especially last 30 mins,Positive
kannada,Diya idond name alla,Negative
kannada,Nandi Parthasarathi         ,Negative
kannada,Ondu trailer cut madak saryag barallatrailet nodokke kasta agthide,Negative
kannada,Supperb Anna masth agi vedio madidhira,Positive
kannada,Vishal Shetty       ,Negative
kannada,  GTA5 pubg ,Mixedfeelings
kannada,Hands up avathara,Positive
kannada,E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe  kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella,Negative
kannada,Movie supper sir,Positive
kannada,  ,Positive
kannada, ,Positive
kannada,WIND MOTOUR  ,Mixedfeelings
kannada,    ,Positive
kannada,   ,Mixedfeelings
kannada,     ,Positive
kannada,Superb pakka pan India movie aguthe,Positive
kannada,Gentleman nodi bro,Mixedfeelings
kannada,         ,Positive
kannada,           100  ,Mixedfeelings
kannada,  nPlease n n   n  n n n n nn n  n n  n n    n    n n     nPlease n    n       n           n  n   nn,Positive
kannada,     ,Mixedfeelings
kannada,Nandi Parthasarathi mars venus inda bartira,Mixedfeelings
kannada,Sir Nimage olleyadaagali,Positive
kannada,Kannada promotion beda Kannadigaru nimmana gellistare,Positive
kannada,Yakri janagalna dari tapso kelsa madtira,Negative
kannada,Idu remake alla kanappa,Mixedfeelings
kannada,Super rakshit shetty film song,Positive
kannada, n n n n   ,Positive
kannada,   n ,Positive
kannada,         ,Positive
kannada,Yes tats y salman Khan,unknownstate
kannada,Estu dena yelli eddru guru e music director nSuper duper music,Positive
kannada,Super ulti song,unknownstate
kannada,igun kaldalli 60 years badkodhe kasta 5000 varsa irtara yakro janara inocentna use madkotira,Negative
kannada,Likes goskara yaakro prathi video nallu d boss fans,Negative
kannada,  ,Positive
kannada,Nin tula malanaleya asvat nama avru yar kanigu kanskalake esta padala akaamat kandru noddavru ale satogtare antadrali avne band docter baklu badudnante nin avunmakanleua hogi nin anta gandu galge hog helu kate na,Negative
kannada,Love from karnataka,Positive
kannada,Tik tok mad suli makkalige chppali ach hodri sulimakkaliga and ladies fast chuthu sulimakkalu,Negative
kannada,Awesome song ,Positive
kannada,Paramvah Music inn,unknownstate
kannada,Ayyo guru Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare gurunMahabharata tumba olle moral story Jeevanakke bekagiro tumba paata ide idralli Adunella use madkondu olle jeevna madbeku aste,Mixedfeelings
kannada,Lots love from kannadigas,Positive
kannada,Ninyavaga hindi li nodidiyappa Swalpa link share madu,unknownstate
kannada,  n   nn     ,Positive
kannada,Aagle tv li haaaktidaaralla guru,Negative
kannada,Bindu gowda     tiktok     app          app delete     ,Negative
kannada,Nandi Parthasarathi      ,Negative
kannada,    ,Positive
kannada,Hands Upn Tamil Nadu,Positive
kannada,     ,Positive
kannada,  ,Positive
kannada,Guru ninge like beku andre kelu Kodthare adu bitu thandidabeda,Negative
kannada,Ho guru adu pubg alla  adu yav game antha modlu thilko ninu,Negative
kannada,   ,Positive
kannada,              all the  ,Positive
kannada,Copy dub movie,Negative
kannada,Yelru onde hindu Muslim anta dived madbedi,Mixedfeelings
kannada,Praveen Kumar     ,unknownstate
kannada,Super Hands up,Positive
kannada,2k dislikes rashmika maandanna fanss,Negative
kannada, correct    ,Positive
kannada,Suspen movie prajaval,Positive
kannada,           ,Positive
kannada,Avanilade enu illa ee bhoomimele,Positive
kannada,Ivrantu un install madalla sulemaklu Avrna following madtiro nayigalige buddi barbeku modlu Nam India dalliro inta nayigala kathe ne istu deshad bagge yenadru gottidre tane Tiktok nalli bandu motivation helo ivlige deshad bagge keladre yenu gottiralla guru ivakke Avar maneli bodig bittidare avalna navadru enmadokagatte,Negative
kannada,supe togari tippa,Positive
kannada,movie was legendary ninu itihasa baryoke bandirodu maga kannada indutry history baredre eradu part irutte ondu rakshit baroku munche mattondu rakshit  bandadmele,Positive
kannada,Namm uttar karnataka style nMastha Mastha huliii,Positive
kannada,Only guru randhawa,unknownstate
kannada,Syed Akbar yes bro,Mixedfeelings
kannada, making ,unknownstate
kannada,   ,Positive
kannada,Super Anna full gicha gili gili,Positive
kannada,baari ugadiddira bro full support nimage,Mixedfeelings
kannada,Thuu nachike annodhe elwa yella vishaya galu bare joke madkonde erthiralla  loo change aagro ennu time edhe,Negative
kannada,Ashwath ge Ashwathe saati nAntha Mahaan Natarige Nanndondu Doodda Salaam,Positive
kannada,       ,Positive
kannada,All d best frm appu boys,Positive
kannada,Kannada nadu only,Positive
kannada,       ,Positive
kannada,avarige belesidorna thuliyodhu gottilla anda star patta bandamele friends na mariyodhu gottilla,Positive
kannada,Nandi Parthasarathi adu oscar ascar alla graphics ge pakka oscar kodtare,Negative
kannada,Tiktok mado gaandu s maklu,Negative
kannada,                 ,Positive
kannada,En guru nin lines galu super agi helidiyaa bidu,Positive
kannada,Very good dr,Positive
kannada,D Boss abhimani kadeyinda,unknownstate
kannada,      ,Positive
kannada,13k dislikes frm jealous bollywood fans,Negative
kannada,Hands up anta kottaddu yella language li onde title irli antayar opputtiri  illi like madi,Positive
kannada,Superb bro ur righttiktokers ge sariyag heliddira,Positive
kannada,Amazing song,Positive
kannada,         ,Positive
kannada,  ,Positive
kannada,   ,Positive
kannada,3     ,Mixedfeelings
kannada,Nanu nodhidhini uttar Pradesh forest,unknownstate
kannada,Guru nin voice en guru adu ha ha bombat series agi ond heltini nanage enadru nim videos inda nakku nakku hotte novu bandre neeve javabdari helidini,Mixedfeelings
kannada,Tamil remake nan sigapu manithan,Negative
kannada,          ,Positive
kannada,sg mathapati k,Mixedfeelings
kannada,Super bro nSakattag helidri,Positive
kannada,  ,Positive
kannada,Hiryaru manyaga heltidru,unknownstate
kannada,   ,Positive
kannada,14k dislikes from rashmika fans may be ,Negative
kannada,Edu charitre srustiso song guru,Positive
kannada,Jai D Boss,unknownstate
kannada,               ,Positive
kannada,anna sakatagi matadidya  i like you  anna,Positive
kannada,Super bro Sakkathagide bro,Positive
kannada,       ,unknownstate
kannada,Superb movie  Sir,Positive
kannada,           ,Positive
kannada,Tyrion Lannister spotted 3,Mixedfeelings
kannada,Edellaa aagabeku andre PRAJAKIYA aadalitakke barabeku,Positive
kannada,       ,Positive
kannada,          ,Positive
kannada,Trailer nalle full story gottagbidttutrailer bere tara try madbekittu,Negative
kannada,Super movie in kannad film industry,Positive
kannada,Hindi dubbed movie download link hd,unknownstate
kannada,Howduu actually eee video nodakku munche Indaanu  nange ide reethi tumbaa saari hagu pade pade yeshto baari kansu beeltittu heege obbaa vyakti Shiva devastana hatra irtane naanu devastaaana dinda aache baruvaga nanna hatra idid bilpatre na keltane but duddu maatra eeskolala but hieght agirtare tanned skin tone forehead poorthi gaaya agirutte but full body ashtaag kansalli gottagallaa but ivatt eee video nodid mele mostly avre irbeku antha anstu,Positive
kannada,Super rakshit shetti ajanish,Positive
kannada,Super guru continue,Positive
kannada,                     please more then peples watch this song super                ,Positive
kannada,Ulti music and signature step,Positive
kannada,prithvi nayak   ,Negative
kannada, sensor UA certificate    everybody HANDS UP,Positive
kannada,Nijvaglu e song kelthidre kushyaguthe,Positive
kannada,But  movie  superb,Positive
kannada,   n1st day 1st show  booked,Positive
kannada,    app  n      n ,Positive
kannada, hello thamma navu unity maintain madthivi aithu thorskolo avyashyakathe namgila nin CMT nodid kudle yavan avr fanism bidkodala  nin kano doddu sede nan maga,Negative
kannada,Nandi Parthasarathi       ,Negative
kannada,Edu edu kannada industry Olle kalavidrige,Positive
kannada,Belagavi dag release madro diya,Positive
kannada,Super Anna Jai D boss,Positive
kannada,         ,Positive
kannada,Jai d boss,Positive
kannada,   ,Positive
kannada,   ,Positive
kannada,    ,Positive
kannada,Krishna mosakeKarna Duryodana marana ondidaru Avaranu solesalu pandavarige sadyane Ella,Negative
kannada,                                                                                           ,Mixedfeelings
kannada,Yenri sullu heltira fake fake fake fake fake,Negative
kannada,  bro,unknownstate
kannada,Sanskrit language bro,unknownstate
kannada,Dubbing madidare song agodilaa 100 million,unknownstate
kannada,sangeethak chinnu      ,Negative
kannada,Super guru ,Positive
kannada,Hands  up annodu heno bosudike,Negative
kannada,Houdo huliya,Positive
kannada,     bgm  like  share   industries  power ,Positive
kannada,Rasmeka u r un like he is so cuteeeeee his simple  alte,unknownstate
kannada,Bro Hindi song sigthila,Mixedfeelings
kannada,Re release Maadi,Positive
kannada,Manoj Kolya Movie nododidre nodu Bittre bidu Loss ninge ne Movie onthu pakka Sandalwood Blockbuster agutte Doubt ee illa,Negative
kannada,      ,Mixedfeelings
kannada,Driversuperb sirnObbara hangilladanthe badukbodunNamma jeevana dalli olledu ketdu aagle beku ade jeevana,Positive
kannada,Vishwajeet chauhan ok da cool,unknownstate
kannada,Dislikers are not real kannadigas,Negative
kannada,      nn,Negative
kannada,Yella shatti gale,Negative
kannada,Sulemakale tic tok uninstall madi,Negative
kannada,Sumniru bro yak nenpustiya adunna madyaratrili Goose bumps barutte Hegego aagutte,Mixedfeelings
kannada,Super video sir,Positive
kannada,Waa madiddare hige madbeku pan indian film ge,Positive
kannada,Supper speech Anna,Positive
kannada,      ,unknownstate
kannada,My favorite song in 2019 is Taaja samachara             Everybody watch this,Positive
kannada,      ,unknownstate
kannada,I hate tiktok mobile thagondagindanu install made illa i hate this,Negative
kannada,This songs is sounds like        2 ,Mixedfeelings
kannada,        ,Positive
kannada,    ,Negative
kannada,Gangadhar Adi nuchnnamallaya,unknownstate
kannada,Boring song astu power illanot like KGF,Negative
kannada,Sleeping beauty syndrome bari yuvakarige mathu yuvathige maatra baruthe ee vaisinnavirige alla ondhu point movie mistake,Negative
kannada,Pratvi yen acting guru nimdu,Positive
kannada,Pacca edu charetre shrushisti  so avatara,Positive
kannada,Rashmikage vs takkange ede e song super guru,Negative
kannada,Like a Phoenix hm avarige ade helbku kushi padli swalp,Negative
kannada,Full different song,Mixedfeelings
kannada,       ,Negative
kannada,Super bro nin ello erbekithu,Positive
kannada,Aadk guru nan nimana gurugalu anodu,Positive
kannada,Anna nim ella videos nodideella video superinnu chennagi videos maadtha iriSonu srinivas gowda mobile touch maadoku bhaya padabek aa tara maadi,Positive
kannada,Rajesha C N,unknownstate
kannada,Avanae srimannarayana Eddhu Charitra shrushtisuva avatara ,Positive
kannada,Swalpa Shankar nag no did a hage kanuthe,unknownstate
kannada,Yes i have join it,unknownstate
kannada,Yes 100 true,unknownstate
kannada,Entertainment Gaming     ,Mixedfeelings
kannada,Raja Vishnuvardhana hagidre enu madok agolla biduhahaha,Negative
kannada,   ,Positive
kannada,Tickets amount 10000 adru mosa illa  Love you  all,Positive
kannada,He is an tulu film actor tulunad Prince daring Star pruthvi,unknownstate
kannada,Super  bro,Positive
kannada,Games games cover,unknownstate
kannada,   ,Mixedfeelings
kannada,                                                                         nn                ,Negative
kannada,Super nakka nakka saakayatu,Positive
kannada,        ,Positive
kannada,Short film EDITING   nn,unknownstate
kannada,                troll             n       ,Negative
kannada,Super video,Positive
kannada,Lowde song hesru en helu,Negative
kannada,Darshan Jain gottu bidu maga ningu avna bagge sumne yake bildup,Negative
kannada,Super bro nim matalli satya ide,Positive
kannada,Nikhil Karkala,unknownstate
kannada,Chinada tiktok CEO helidanante bharatadalli  iruvashtu somarigalu berellu illa anta idarta avara deshadavare aa app annu ashtu use madtilla  bharatadalli koti gattale use madtidare Banne maadida modi sarkarakke danyavadagalu nnJai JAWAN Jai KISAN nJAI HINDH,Positive
kannada,Illa guru Ashwatama na Bhaashe ivrige Barutte ansutte,Negative
kannada,Super d boss fans like,Positive
kannada,Egu edare sir,Positive
kannada,GTA 5 bro,unknownstate
kannada,Hands up kannada Na thu ninna,Negative
kannada,  ,Positive
kannada,Trailer super guru,Positive
kannada,Super dboss fans,Positive
kannada,diya best movie in kannada what a acting superb 3,Positive
kannada,Olledaytu bidi mem,unknownstate
kannada,    nnnn,Positive
kannada,All d best for appu fans,Positive
kannada,  ,Positive
kannada,Odeya film yeng edhe nodudra,Mixedfeelings
kannada,Kalaburgi and Bidar jille janaru like maadi,Mixedfeelings
kannada,Nandi Parthasarathi tunnel unnu gandu,Negative
kannada,   ,Mixedfeelings
kannada,nan Film  or TV serial  producer agidre nimge patra create madi olle  sambhavne kottu act mado chance kodtidde,Positive
kannada,Jai d boss,Positive
kannada,   ,Positive
kannada,O Trending 1,Positive
kannada,                  n n  n n n n nn         ,Positive
kannada,Guru tq nan wait madtidde nin video na,Positive
kannada,Hoooo super guru nin voice bhal superrrr,Positive
kannada,Super movie,Positive
kannada,Yena lyrics guru,Positive
kannada,Rakshit shetty superb,Positive
kannada,Music and BGM sakkat maga,Positive
kannada,Tiktok        ,Negative
kannada,Wow wt I seen  Osmm,unknownstate
kannada,Over buildup yella yaake bidu gurustory chanagi kottidre saakuaa rashmika thika uribeku,Negative
kannada,u great pa love u,Mixedfeelings
kannada,Hands up fans like here,unknownstate
kannada,Nimage holleyadaagali sir,Positive
kannada,Rakshith Sir fan like here,Positive
kannada,Nija vada mathu,Positive
kannada,Love from Kerala anteeri adre olle movie ge support madalla,Negative
kannada,video super bossu,Positive
kannada,All the best DBOSS darshan fans Kade endaa,Positive
kannada, n  ,Positive
kannada,Same here guru,Positive
kannada,Yaro guru ninu super,Positive
kannada,Boss E nan makluge,Negative
kannada,Edakke politics bittu voggattagi kelsa madidrene munde barakke sadya,Positive
kannada,En chindi bgm guru sakkathJai ASN from Appu abhimani,Positive
kannada,       ,Negative
kannada,RAM jnh MNR ss,unknownstate
kannada,Anjali Devi  I hate anjali manjali gunjali,Negative
kannada,Originbut grown up in kapunimge kannada barutta wow,Mixedfeelings
kannada,Pakka And KGF Chapter II  inna     Waiting for Asn  KGF II,Positive
kannada,Takathidre kariya thara movie madli,Negative
kannada,       ,Positive
kannada,       ,Positive
kannada,pratham hel oda,unknownstate
kannada,Vinay Kumar MS avn allla guru Tika urkondeddu nenu ,Negative
kannada, nSimply n               ,Negative
kannada,Haa ebbbaru obbare ,Mixedfeelings
kannada,Sup song    HANDS UP  ASN,unknownstate
kannada,Jai D Boss,Positive
kannada,Nakkan benki guru,Positive
kannada,Pakkabro 100 nija,Mixedfeelings
kannada,No1 in trending,Positive
kannada,Ajaya shetty sari bidi,Mixedfeelings
kannada,    ,Positive
